team,match_up,game_date,w_l,min,pts,fgm,fga,fgp,tpm,tpa,tpp,ftm,fta,ftp,oreb,dreb,reb,ast,stl,blk,tov,pf,p_m,offrtg,derftg,netrtg,astp,astto,astr,orebp,drebp,rebp,tovp,efgp,tsp,pace,pie
DET,DET @ MIA,44553,L,240,112,36,80,45,18,40,45,22,25,88,6,37,43,23,9,5,16,25,-3,112,113.9,-1.9,63.9,1.44,17.7,15.2,80.9,48.4,16,56.3,61.5,100.5,50.4
DET,DET @ NYK,44551,L,240,91,34,94,36.2,8,33,24.2,15,19,78.9,10,38,48,22,9,4,14,18,-14,91.9,107.1,-15.2,64.7,1.57,15.7,32.3,71.7,50.4,14.1,40.4,44.5,98.5,43
DET,DET vs. MIA,44549,W,240,100,35,75,46.7,8,32,25,22,30,73.3,6,41,47,24,4,2,15,28,10,105.3,94.7,10.5,68.6,1.6,18.8,20.5,82.4,53.7,15.8,52,56.7,95,59.6
DET,DET vs. HOU,44548,L,240,107,43,93,46.2,10,36,27.8,11,16,68.8,15,27,42,29,8,6,21,24,-9,102.9,110.5,-7.6,67.4,1.38,19.2,34,66,49,20.2,51.6,53.5,104.5,42.6
DET,DET @ IND,44546,L,240,113,40,81,49.4,7,25,28,26,30,86.7,6,31,37,20,6,4,12,23,-9,113,120.8,-7.8,50,1.67,15.7,16.3,72.3,45.6,12,53.7,60,100.5,45.1
DET,DET vs. BKN,44542,L,240,104,39,92,42.4,14,37,37.8,12,18,66.7,8,32,40,24,11,5,21,22,-12,101,110.5,-9.5,61.5,1.14,16.7,30.9,66.7,47.6,20.4,50,52,104,41.1
DET,DET @ NOP,44540,L,240,93,35,90,38.9,12,37,32.4,11,12,91.7,7,31,38,22,7,6,13,15,-16,93,109,-16,62.9,1.69,16.8,17.9,63,40,13,45.6,48.8,100,40.6
DET,DET vs. WAS,44538,L,265,116,37,79,46.8,13,24,54.2,29,35,82.9,7,30,37,22,9,4,16,26,-3,112.6,117.8,-5.2,59.5,1.38,16.3,26.7,68,48.4,15.5,55.1,61.4,92.38,46.7
DET,DET vs. OKC,44536,L,240,103,41,99,41.4,16,41,39,5,6,83.3,16,36,52,21,8,7,17,26,-11,102,114,-12,51.2,1.24,14.9,34.5,82.2,55.3,16.8,49.5,50.7,100.5,39.9
DET,DET @ PHX,44532,L,240,103,36,80,45,11,27,40.7,20,26,76.9,7,29,36,20,6,6,13,22,-11,105.1,117.5,-12.4,55.6,1.54,15.9,17,77.5,44.8,13.3,51.9,56.3,97.5,42.1
DET,DET @ POR,44530,L,240,92,29,76,38.2,9,35,25.7,25,30,83.3,7,38,45,17,4,7,19,20,-18,92.9,111.1,-18.2,58.6,0.89,13.4,24.5,70.2,49.1,19.2,44.1,51.6,99,42.5
DET,DET @ LAL,44528,L,240,106,38,89,42.7,13,33,39.4,17,19,89.5,12,41,53,29,5,4,17,20,-4,101.9,106.8,-4.9,76.3,1.71,19.7,27.5,85.7,56,16.3,50,54.4,103.5,46.7
DET,DET @ LAC,44526,L,240,96,33,90,36.7,8,33,24.2,22,26,84.6,13,39,52,17,8,4,15,19,-11,93.2,102.9,-9.7,51.5,1.13,12.7,24.1,75,48.2,14.6,41.1,47.3,103.5,43
DET,DET @ MIL,44524,L,240,93,34,95,35.8,11,45,24.4,14,19,73.7,9,35,44,16,7,1,9,18,-21,92.1,111.8,-19.7,47.1,1.78,12.5,19,74.5,42.7,8.9,41.6,45,101.5,35.4
DET,DET vs. MIA,44523,L,240,92,35,84,41.7,10,38,26.3,12,14,85.7,9,26,35,22,7,1,15,23,-8,97.9,106.4,-8.5,62.9,1.47,17.3,21.6,67.4,42.6,16,47.6,51,94,40.5
DET,DET vs. LAL,44521,L,240,116,43,97,44.3,14,40,35,16,21,76.2,8,31,39,27,7,6,11,24,-5,111.5,117.5,-5.9,62.8,2.45,18.8,25.9,68.8,46.1,10.6,51.5,54.6,103.5,44.1
DET,DET vs. GSW,44519,L,240,102,32,80,40,14,42,33.3,24,30,80,11,24,35,21,11,7,13,22,-3,109.7,114.1,-4.5,65.6,1.62,16.2,33.3,58.1,44.7,14,48.8,54.7,92.5,46.4
DET,DET vs. IND,44517,W,240,97,34,80,42.5,8,28,28.6,21,28,75,8,34,42,16,13,5,13,20,8,100,91.8,8.2,47.1,1.23,13.1,22.4,77.1,49.5,13.4,47.5,52.5,97,57.7
DET,DET vs. SAC,44515,L,240,107,39,96,40.6,13,47,27.7,16,17,94.1,16,31,47,23,7,2,18,10,-22,103.9,126.5,-22.6,59,1.28,15.8,36.8,68.1,51,17.5,47.4,51.7,102.5,39.9
DET,DET @ TOR,44513,W,240,127,43,79,54.4,15,35,42.9,26,30,86.7,9,25,34,34,5,6,14,23,6,132.3,124.7,7.5,79.1,2.43,24.1,29.7,58.3,45.9,14.6,63.9,68.9,96.5,57.2
DET,DET @ CLE,44512,L,240,78,29,79,36.7,9,30,30,11,13,84.6,10,33,43,18,12,5,23,13,-20,79.6,102.1,-22.5,62.1,0.78,14,26,77.3,50,23.5,42.4,46,97,38.2
DET,DET @ HOU,44510,W,240,112,42,97,43.3,16,48,33.3,12,18,66.7,16,33,49,23,6,6,14,26,8,113.1,104,9.1,54.8,1.64,16.2,34.5,69.8,51.4,14.1,51.5,53.4,99.5,54
DET,DET vs. BKN,44505,L,240,90,33,87,37.9,11,34,32.4,13,18,72.2,7,37,44,17,11,6,14,22,-6,91.8,96,-4.2,51.5,1.21,13.5,19.6,84.1,48,14.3,44.3,47.4,99,43.6
DET,DET vs. PHI,44504,L,240,98,35,87,40.2,11,36,30.6,17,19,89.5,12,29,41,21,6,2,11,18,-11,106.5,118.5,-12,60,1.91,16.4,30.2,61.7,45,12,46.6,51.4,92,43.6
DET,DET vs. MIL,44502,L,240,89,30,93,32.3,8,47,17,21,30,70,14,29,43,21,5,5,14,22,-28,89.9,117,-27.1,70,1.5,15.1,29.4,70.5,45.5,14.1,36.6,41.9,99.5,28.1
DET,DET @ BKN,44500,L,240,91,32,79,40.5,12,33,36.4,15,22,68.2,7,22,29,21,12,3,15,18,-26,94.8,120.6,-25.8,65.6,1.4,16.8,15.7,82.1,39.2,15.6,48.1,51.3,96.5,33.9
DET,DET vs. ORL,44499,W,240,110,36,89,40.4,14,43,32.6,24,30,80,17,31,48,26,12,6,16,18,7,110,105.1,4.9,72.2,1.63,17.8,39.3,72,54.7,16,48.3,53.8,99,54.9
DET,DET @ PHI,44497,L,240,102,35,86,40.7,13,39,33.3,19,27,70.4,10,27,37,22,11,4,14,22,-8,103,111.1,-8.1,62.9,1.57,16.3,27.3,71.8,45.7,14.1,48.3,52.1,99,41.9
DET,DET @ ATL,44494,L,240,104,40,91,44,9,33,27.3,15,18,83.3,11,25,36,26,7,6,14,15,-18,101,117.3,-16.3,65,1.86,18.6,21.2,66.7,42.3,13.6,48.9,52.6,103.5,42.1
DET,DET @ CHI,44492,L,240,82,34,88,38.6,5,28,17.9,9,15,60,11,42,53,14,9,8,23,17,-15,82,95.1,-13.1,41.2,0.61,10.8,28.6,86,55.7,23,41.5,43.3,101,36.6
DET,DET vs. CHI,44489,L,240,88,36,90,40,6,28,21.4,10,13,76.9,11,36,47,17,7,5,17,16,-6,89.8,95.9,-6.1,47.2,1,13.2,26.3,74,48.6,17.3,43.3,46,98,45.5
DEN,DEN vs. LAL,44661,L,265,141,49,100,49,15,47,31.9,28,36,77.8,11,34,45,33,10,7,14,34,-5,122.6,129.2,-6.6,67.3,2.36,20.1,29.6,67.3,48.1,12.2,56.5,60.9,103.25,47.9
DEN,DEN vs. MEM,44658,W,240,122,44,80,55,12,30,40,22,25,88,8,35,43,27,7,2,19,22,13,119.6,107.9,11.7,61.4,1.42,19.3,30.6,79.6,58.8,18.6,62.5,67,101.5,55.9
DEN,DEN vs. SAS,44656,L,240,97,41,98,41.8,7,33,21.2,8,12,66.7,10,41,51,22,4,2,11,19,-19,94.2,113.7,-19.6,53.7,2,15.8,23.7,82,50.5,10.7,45.4,47,102.5,39.3
DEN,DEN @ LAL,44654,W,240,129,47,82,57.3,12,31,38.7,23,29,79.3,6,32,38,33,10,5,12,18,11,126.5,115.7,10.8,70.2,2.75,23.4,15,73.3,45.9,11.8,64.6,68.1,102,57
DEN,DEN vs. MIN,44652,L,240,130,46,86,53.5,12,35,34.3,26,29,89.7,10,34,44,36,7,2,18,23,-6,125,129.5,-4.5,78.3,2,23.5,31,76.1,54.5,17.3,60.5,65.8,104.5,50.2
DEN,DEN @ IND,44650,W,240,125,50,80,62.5,12,28,42.9,13,14,92.9,8,35,43,33,6,4,20,20,7,130.2,122.9,7.3,66,1.65,23.6,36.7,62.5,53.5,20.8,70,72.5,96,57
DEN,DEN @ CHA,44648,W,240,113,40,86,46.5,12,33,36.4,21,28,75,17,34,51,29,7,3,16,17,4,114.1,109,5.1,72.5,1.81,20,34.7,70.6,53,16.2,53.5,57.5,99.5,51.3
DEN,DEN vs. OKC,44646,W,240,113,41,85,48.2,8,31,25.8,23,24,95.8,10,37,47,33,11,5,15,19,6,110.8,104.9,5.9,80.5,2.2,22.6,25,82.2,53.9,14.7,52.9,59.1,102,55.6
DEN,DEN vs. PHX,44644,L,240,130,48,81,59.3,15,32,46.9,19,27,70.4,10,27,37,27,5,2,17,22,-10,132.7,141.4,-8.8,56.3,1.59,19.9,30.6,73,52.1,17.3,68.5,70,98.5,46
DEN,DEN vs. LAC,44642,W,240,127,45,83,54.2,16,32,50,21,23,91.3,6,34,40,31,4,5,11,19,12,132.3,119.8,12.5,68.9,2.82,22.6,25.6,80.9,55.8,11.5,63.9,68.2,96,55.3
DEN,DEN vs. BOS,44640,L,240,104,35,87,40.2,14,39,35.9,20,25,80,13,28,41,22,4,3,11,15,-20,113,136.3,-23.2,62.9,2,16.7,33.3,82.9,52.8,12,48.3,53.1,91.5,38.3
DEN,DEN @ CLE,44638,L,265,116,46,92,50,10,33,30.3,14,18,77.8,13,38,51,35,6,3,19,24,-3,111.5,114.4,-2.9,76.1,1.84,22.6,32.7,69,52.3,18.3,55.4,58,94.19,49.9
DEN,DEN @ WAS,44636,W,240,127,46,90,51.1,15,37,40.5,20,21,95.2,8,33,41,30,7,3,10,25,18,127,107.9,19.1,65.2,3,21.6,20.5,70,46.8,10,59.4,64,100.5,54.2
DEN,DEN @ PHI,44634,W,240,114,44,82,53.7,13,33,39.4,13,20,65,6,36,42,29,8,3,14,24,4,114,110,4,65.9,2.07,21.5,14,73.5,45.7,14,61.6,62.8,100,50.9
DEN,DEN vs. TOR,44632,L,240,115,43,78,55.1,11,27,40.7,18,24,75,9,30,39,32,4,5,19,23,-12,119.8,132.3,-12.5,74.4,1.68,22.7,32.5,57.1,46.9,19.8,62.2,64.9,96,47.2
DEN,DEN vs. GSW,44630,L,240,102,35,84,41.7,7,31,22.6,25,32,78.1,12,37,49,19,5,6,13,20,-11,106.3,116.5,-10.2,54.3,1.46,14.4,33.3,83.3,57.6,13.5,45.8,52,96.5,45.9
DEN,DEN @ SAC,44629,W,240,106,40,82,48.8,9,35,25.7,17,19,89.5,10,41,51,26,11,3,20,20,6,107.1,102,5,65,1.3,19.1,29.5,82,57.4,20.2,54.3,58.7,98.5,57
DEN,DEN vs. GSW,44627,W,240,131,46,84,54.8,10,32,31.3,29,41,70.7,7,34,41,39,8,5,9,25,7,128.4,122.8,5.7,84.8,4.33,25.7,25,80,52.8,8.8,60.7,64.2,101.5,56.9
DEN,DEN vs. NOP,44626,W,265,138,47,87,54,10,33,30.3,34,43,79.1,10,37,47,32,7,8,15,26,8,124.3,116.1,8.3,68.1,2.13,20.8,23.4,71.9,50,13.5,59.8,65.1,100.98,55.4
DEN,DEN vs. HOU,44624,W,240,116,39,86,45.3,13,33,39.4,25,31,80.6,10,31,41,27,10,4,10,21,15,120.8,103.1,17.8,69.2,2.7,20,24.5,72.3,47.9,10.4,52.9,58.2,97,56.3
DEN,DEN vs. OKC,44622,L,240,107,40,90,44.4,12,46,26.1,15,17,88.2,10,37,47,25,11,2,16,19,-12,103.9,114.4,-10.5,62.5,1.56,18.1,19.2,78.7,47.5,15.5,51.1,54.9,103.5,44.5
DEN,DEN @ POR,44619,W,240,124,44,86,51.2,12,37,32.4,24,31,77.4,8,47,55,28,9,5,15,20,32,117,88.5,28.5,63.6,1.87,19.3,28.9,79,57.9,14.2,58.1,62.2,105,68.9
DEN,DEN vs. SAC,44618,W,240,115,38,82,46.3,16,43,37.2,23,29,79.3,4,41,45,29,5,2,15,25,5,110.6,105.8,4.8,76.3,1.93,20.4,18.8,76.8,50,14.4,56.1,60.7,104,55.4
DEN,DEN @ SAC,44616,W,240,128,48,86,55.8,15,35,42.9,17,20,85,3,36,39,30,12,4,17,24,18,123.1,106.8,16.3,62.5,1.76,21,25.6,84.1,56.6,16.3,64.5,67.5,103.5,56.8
DEN,DEN @ GSW,44608,W,240,117,43,91,47.3,14,36,38.9,17,21,81,12,36,48,27,5,1,19,18,1,113.6,112.6,1,62.8,1.42,18.4,35.4,82.2,58.1,18.4,54.9,58.4,103,48.6
DEN,DEN vs. ORL,44606,W,240,121,42,88,47.7,16,40,40,21,23,91.3,12,40,52,25,7,2,23,18,10,112,102.8,9.3,59.5,1.09,16.9,31.9,78.8,56.6,21.3,56.8,61.7,108,52.1
DEN,DEN @ TOR,44604,W,240,110,39,84,46.4,14,37,37.8,18,21,85.7,12,38,50,28,5,3,18,16,1,115.8,116,-0.2,71.8,1.56,20,37,79.6,58.9,18.9,54.8,59,94.5,52.5
DEN,DEN @ BOS,44603,L,240,102,39,90,43.3,11,44,25,13,18,72.2,12,40,52,23,7,6,21,22,-6,98.1,103.8,-5.8,59,1.1,16,31.5,68.3,50.9,20.2,49.4,52.1,104,46.1
DEN,DEN vs. NYK,44600,W,240,132,46,85,54.1,16,39,41,24,31,77.4,12,40,52,31,5,1,13,18,17,134.7,116.2,18.5,67.4,2.38,21.7,33.3,70.7,55,13.3,63.5,66.9,98.5,59.8
DEN,DEN vs. BKN,44598,W,240,124,49,94,52.1,10,32,31.3,16,21,76.2,11,44,55,37,7,2,11,20,20,125.3,104,21.3,75.5,3.36,24.3,34,83.3,60.4,11.1,57.4,60.1,99.5,61.4
DEN,DEN vs. NOP,44596,L,240,105,35,78,44.9,19,41,46.3,16,17,94.1,7,24,31,22,9,4,15,20,-8,111.7,118.9,-7.2,62.9,1.47,17.7,18.6,72.7,42.1,16,57.1,61.4,94.5,42.3
DEN,DEN @ UTA,44594,L,240,104,42,79,53.2,11,28,39.3,9,12,75,7,32,39,24,5,7,14,20,-4,114.3,116.1,-1.8,57.1,1.71,19.7,18.4,68.8,46.5,15.4,60.1,61.7,92,48.8
DEN,DEN @ MIN,44593,L,240,115,38,89,42.7,14,44,31.8,25,28,89.3,10,36,46,27,7,4,12,17,-15,113.9,127.5,-13.6,71.1,2.25,19.3,22.6,71.2,46.7,11.9,50.6,56.8,101.5,44
DEN,DEN @ MIL,44591,W,240,136,53,88,60.2,23,43,53.5,7,10,70,6,35,41,39,8,3,10,15,36,140.2,103.1,37.1,73.6,3.9,27.5,20,83.7,55.1,10.3,73.3,73.6,97,64.6
DEN,DEN @ NOP,44589,W,240,116,41,82,50,12,33,36.4,22,25,88,9,34,43,29,9,4,21,22,11,112.6,101.9,10.7,70.7,1.38,20.1,28.6,67.3,50.5,20.4,57.3,62.4,103,54.4
DEN,DEN @ BKN,44587,W,240,124,42,89,47.2,15,36,41.7,25,27,92.6,12,36,48,27,8,2,13,21,6,122.8,116.8,5.9,64.3,2.08,18.9,30.6,81.3,55.7,12.9,55.6,61.5,101,54.7
DEN,DEN @ DET,44586,W,240,110,36,84,42.9,11,32,34.4,27,31,87.1,16,40,56,25,7,1,25,17,5,107.8,102.9,4.9,69.4,1,16.8,43.1,78.9,62,24.5,49.4,56.3,102,53.2
DEN,DEN vs. DET,44584,W,240,117,44,85,51.8,12,35,34.3,17,23,73.9,8,26,34,29,8,1,13,22,6,121.9,114.4,7.4,65.9,2.23,21,28.9,80,51.3,13.5,58.8,61.5,96.5,53.1
DEN,DEN vs. MEM,44582,L,240,118,43,91,47.3,13,32,40.6,19,23,82.6,10,27,37,34,6,6,13,25,-4,114.6,118.4,-3.9,79.1,2.62,22.7,27.1,65.9,45.7,12.6,54.4,58.3,103,49.6
DEN,DEN vs. LAC,44580,W,265,130,48,98,49,13,38,34.2,21,25,84,13,31,44,32,9,3,12,15,2,125,123.1,1.9,66.7,2.67,20.9,32.7,67.4,49,11.5,55.6,59.6,94.19,50.7
DEN,DEN vs. UTA,44577,L,240,102,42,95,44.2,11,43,25.6,7,8,87.5,6,33,39,32,5,2,9,22,-23,104.1,126.3,-22.2,76.2,3.56,23.2,14.8,79.1,43.3,9.2,50,51.8,98.5,40.1
DEN,DEN vs. LAL,44576,W,240,133,47,91,51.6,23,40,57.5,16,17,94.1,9,42,51,35,9,2,6,17,37,140,100,40,74.5,5.83,24.8,25,84,56.4,6.3,64.3,67.5,95.5,65.5
DEN,DEN vs. POR,44574,W,240,140,52,83,62.7,21,42,50,15,20,75,6,34,40,35,7,3,16,25,32,138.6,106.9,31.7,67.3,2.19,24.5,24.2,75,55.3,15.8,75.3,76.3,101,62.3
DEN,DEN @ LAC,44572,L,240,85,32,80,40,4,33,12.1,17,20,85,13,43,56,24,4,2,20,19,-2,89.5,93.5,-4.1,75,1.2,17.6,35.4,90.2,63.6,21.1,42.5,47.9,94,51.4
DEN,DEN @ OKC,44570,W,240,99,37,89,41.6,13,36,36.1,12,16,75,18,35,53,28,7,2,15,14,4,110,105.6,4.4,75.7,1.87,20,40,75,57,16.7,48.9,51.5,90,49
DEN,DEN vs. SAC,44568,W,240,121,47,85,55.3,12,34,35.3,15,24,62.5,5,36,41,32,5,7,8,20,10,119.8,111,8.8,68.1,4,23.2,12.2,70.4,45.3,7.9,62.4,63.3,100.5,57.2
DEN,DEN vs. UTA,44566,L,240,109,42,88,47.7,11,36,30.6,14,15,93.3,6,36,42,27,2,4,12,21,-6,109,116.2,-7.2,64.3,2.25,19.9,19.6,81.6,51.6,12,54,57.6,99.5,47.6
DEN,DEN @ DAL,44564,L,240,89,31,67,46.3,6,25,24,21,29,72.4,11,36,47,21,6,1,26,24,-14,93.7,109.6,-15.9,67.7,0.81,16,38.5,88.6,65.1,27.4,50.7,55.8,94.5,41.8
DEN,DEN @ HOU,44562,W,240,124,46,86,53.5,10,32,31.3,22,27,81.5,13,33,46,33,10,6,18,23,13,121.6,108.8,12.7,71.7,1.83,22.1,37.5,70,55.6,17.6,59.3,63.3,102,60.8
DEN,DEN @ GSW,44558,W,240,89,34,83,41,8,33,24.2,13,20,65,13,31,44,24,10,5,16,19,3,95.7,91.5,4.2,70.6,1.5,18,30.2,75.5,52,17.2,45.8,48.5,93.5,54.5
DEN,DEN @ LAC,44556,W,240,103,39,95,41.1,15,41,36.6,10,11,90.9,10,38,48,29,7,4,14,20,3,105.1,101,4.1,74.4,2.07,20.3,28.1,77.6,50.9,14.3,48.9,51.6,98.5,50.4
DEN,DEN vs. CHA,44553,L,240,107,40,96,41.7,14,40,35,13,17,76.5,10,44,54,23,7,2,15,22,-8,104.9,112.7,-7.8,57.5,1.53,16,32.8,75.9,54.3,14.7,49,51.7,102,44.8
DEN,DEN @ OKC,44552,L,240,94,33,84,39.3,13,44,29.5,15,26,57.7,4,35,39,21,7,5,11,18,-14,94.9,108,-13.1,63.6,1.91,16.4,14.3,69.8,41.3,11.1,47,49.2,99.5,41.2
DEN,DEN @ ATL,44547,W,240,133,50,86,58.1,17,38,44.7,16,18,88.9,4,34,38,35,9,7,17,22,18,124.3,108.5,15.8,70,2.06,23.5,18.9,72,49.4,15.9,68,70.8,106.5,60.9
DEN,DEN vs. MIN,44545,L,240,107,38,84,45.2,14,39,35.9,17,23,73.9,9,33,42,33,5,3,18,15,-17,107,124,-17,86.8,1.83,22.4,29.2,80,53.8,18,53.6,56.8,100,46.6
DEN,DEN vs. WAS,44543,W,240,113,37,79,46.8,10,32,31.3,29,33,87.9,4,45,49,26,8,2,13,19,6,111.9,107,4.9,70.3,2,19.4,15.9,84.9,53.6,12.9,53.2,60.4,100.5,57.5
DEN,DEN @ SAS,44541,W,240,127,47,93,50.5,20,43,46.5,13,14,92.9,10,31,41,33,9,8,12,25,15,128.3,114.3,14,70.2,2.75,22.8,29.8,64.7,48,12.1,61.3,64,98.5,57.6
DEN,DEN @ SAS,44539,L,240,111,42,94,44.7,15,39,38.5,12,13,92.3,5,28,33,29,7,5,9,21,-12,112.1,125.5,-13.4,69,3.22,21.2,20.8,67.4,42.4,9.1,52.7,55.7,98.5,43.2
DEN,DEN @ NOP,44538,W,265,120,45,88,51.1,9,32,28.1,21,27,77.8,5,28,33,28,12,4,12,19,6,112.1,108.6,3.6,62.2,2.33,19.6,17.4,66.7,41.8,11.2,56.3,60.1,96,51.8
DEN,DEN @ CHI,44536,L,240,97,38,96,39.6,11,32,34.4,10,15,66.7,11,39,50,30,5,2,11,17,-12,100,111.2,-11.2,78.9,2.73,20.8,27.9,74.1,49.6,11.3,45.3,47.3,97.5,44.5
DEN,DEN @ NYK,44534,W,240,113,44,84,52.4,20,43,46.5,5,5,100,8,34,42,30,10,5,13,19,14,127,110,17,68.2,2.31,23.3,27.5,62.5,47.9,14.6,64.3,65.5,89.5,59.6
DEN,DEN @ ORL,44531,L,240,103,39,80,48.8,10,34,29.4,15,21,71.4,1,34,35,22,5,4,15,19,-5,104,109.1,-5.1,56.4,1.47,17.2,17,90,50.6,15.2,55,57.7,99,43
DEN,DEN @ MIA,44529,W,240,120,43,74,58.1,18,35,51.4,16,21,76.2,5,30,35,32,2,1,13,18,9,130.4,119.4,11.1,74.4,2.46,24.8,14.7,68.6,47.1,14.1,70.3,72.1,92.5,54.9
DEN,DEN vs. MIL,44526,L,240,109,40,92,43.5,17,47,36.2,12,14,85.7,9,22,31,24,9,2,8,19,-11,113.5,125,-11.5,60,3,18.2,23.1,71,41,8.3,52.7,55.5,96,42.2
DEN,DEN @ POR,44523,L,240,100,38,78,48.7,15,33,45.5,9,11,81.8,7,30,37,26,6,5,19,15,-19,107.5,126.6,-19.1,68.4,1.37,20.3,22,68.9,46.5,20.4,58.3,60.4,93.5,43.3
DEN,DEN @ PHX,44521,L,240,97,33,90,36.7,11,38,28.9,20,28,71.4,12,30,42,20,5,1,10,22,-29,98,128.6,-30.6,60.6,2,14.8,26.7,74.4,46.6,10.1,42.8,47.4,98.5,30.9
DEN,DEN vs. CHI,44519,L,240,108,39,82,47.6,14,37,37.8,16,20,80,7,31,38,24,5,5,14,22,-6,110.2,117.5,-7.3,61.5,1.71,18.2,22.7,63.5,44.8,14.3,56.1,59.5,97.5,47.6
DEN,DEN vs. PHI,44518,L,240,89,32,89,36,12,36,33.3,13,16,81.3,10,36,46,22,6,4,11,14,-14,95.7,110.8,-15.1,68.8,2,16.8,27.6,82.2,51.5,11.8,42.7,46.3,93,43
DEN,DEN @ DAL,44515,L,240,101,40,84,47.6,9,32,28.1,12,17,70.6,10,36,46,20,4,5,12,16,-10,107.4,119.4,-11.9,50,1.67,16,26.1,79.2,53.2,12.8,53,55.2,93.5,45
DEN,DEN vs. POR,44514,W,240,124,47,90,52.2,19,40,47.5,11,14,78.6,14,35,49,29,9,1,11,14,29,136.3,103.3,33,61.7,2.64,21.2,37.8,77.8,57.8,12.1,62.8,64.5,91.5,61.1
DEN,DEN vs. ATL,44512,W,240,105,40,90,44.4,10,35,28.6,15,20,75,10,39,49,26,6,5,8,21,9,110.5,103.2,7.3,65,3.25,19.1,27.8,72.4,50.9,8.4,50,53.1,94,57.2
DEN,DEN vs. IND,44510,W,240,101,36,84,42.9,12,30,40,17,20,85,11,28,39,19,5,4,10,14,3,112.2,106.5,5.7,52.8,1.9,15.6,25.5,67.4,45.4,11.1,50,54.4,91,48.3
DEN,DEN vs. MIA,44508,W,240,113,42,91,46.2,12,41,29.3,17,24,70.8,12,37,49,28,7,5,10,23,17,120.2,103.2,17,66.7,2.8,19.9,36.5,81.6,58.4,10.6,52.7,55.6,93.5,59
DEN,DEN vs. HOU,44506,W,240,95,36,89,40.4,9,40,22.5,14,17,82.4,10,35,45,19,10,5,11,20,1,97.9,95.9,2,52.8,1.73,15,20.4,81.8,48,11.3,45.5,49.2,97.5,47.9
DEN,DEN @ MEM,44503,L,240,106,43,91,47.3,8,27,29.6,12,13,92.3,11,33,44,24,7,4,12,16,-2,111.6,113.7,-2.1,55.8,2,17.9,30.6,85.7,56,12.6,51.6,54.8,95,47.7
DEN,DEN @ MEM,44501,L,240,97,39,88,44.3,9,38,23.7,10,15,66.7,6,34,40,27,8,8,12,10,-9,99,107.1,-8.1,69.2,2.25,20.3,17,67.9,42.5,12.2,49.4,51.3,98.5,49.4
DEN,DEN @ MIN,44499,W,240,93,36,88,40.9,9,37,24.3,12,16,75,14,34,48,24,11,10,18,15,2,95.9,94.8,1.1,66.7,1.33,17,37.7,67.3,52.8,18.6,46,48.9,96.5,57.2
DEN,DEN vs. DAL,44498,W,240,106,43,83,51.8,11,36,30.6,9,13,69.2,5,46,51,28,8,3,20,24,31,105,75.8,29.2,65.1,1.4,20.1,23.8,87.7,60.6,19.8,58.4,59.7,100,73
DEN,DEN @ UTA,44495,L,240,110,42,83,50.6,10,28,35.7,16,24,66.7,5,30,35,19,9,3,13,23,-12,107.8,120.8,-12.9,45.2,1.46,14.8,18.2,71.1,44.9,12.7,56.6,58.8,101.5,45.8
DEN,DEN vs. CLE,44494,L,240,87,35,86,40.7,9,38,23.7,8,12,66.7,11,36,47,21,10,3,22,22,-12,88.8,102.1,-13.3,60,0.95,15.6,30.9,76.6,52,22.4,45.9,47.7,97.5,39
DEN,DEN vs. SAS,44491,W,240,102,44,86,51.2,9,30,30,5,8,62.5,8,33,41,26,10,2,21,21,6,99,94.1,4.9,59.1,1.24,18.7,22.7,79.5,51.1,20.4,56.4,57,102.5,51.9
DEN,DEN @ PHX,44489,W,240,110,44,83,53,17,39,43.6,5,9,55.6,6,40,46,25,9,1,19,20,12,108.9,97,11.9,56.8,1.32,18.8,17.1,74.1,49.5,18.8,63.3,63.2,101,57.2
DAL,DAL vs. SAS,44661,W,240,130,46,85,54.1,20,36,55.6,18,23,78.3,10,33,43,34,5,3,16,16,10,130,120,10,73.9,2.13,23.1,31,78.3,55.7,16,65.9,68.3,100,51.9
DAL,DAL vs. POR,44659,W,240,128,42,79,53.2,20,45,44.4,24,31,77.4,9,42,51,25,9,5,15,19,50,128,81.3,46.8,59.5,1.67,18.1,32.5,83.3,61.7,15,65.8,69.1,98,77.1
DAL,DAL @ DET,44657,W,240,131,45,80,56.3,15,33,45.5,26,34,76.5,8,33,41,28,8,1,10,24,18,135.1,116.5,18.6,62.2,2.8,20.7,24.4,73.5,51.1,10.3,65.6,69,97,55.3
DAL,DAL @ MIL,44654,W,240,118,39,76,51.3,16,38,42.1,24,27,88.9,2,36,38,28,7,3,14,20,6,121.6,116.7,5,71.8,2,21.4,15.8,70.9,48.4,14.4,61.8,67.1,96.5,57
DAL,DAL @ WAS,44652,L,240,103,34,78,43.6,11,38,28.9,24,26,92.3,5,31,36,14,3,3,13,16,-32,105.1,137.8,-32.7,41.2,1.08,11.7,17.4,76.2,45.5,13.3,50.6,57.6,98,35.2
DAL,DAL @ CLE,44650,W,240,120,46,88,52.3,16,42,38.1,12,15,80,9,29,38,28,6,6,12,17,8,126.3,117.9,8.4,60.9,2.33,20.9,27.9,65.9,47.1,12.6,61.4,63.4,95,53.1
DAL,DAL vs. LAL,44649,W,240,128,45,87,51.7,20,46,43.5,18,23,78.3,11,35,46,27,5,1,8,14,18,134.7,114.6,20.2,60,3.38,20.3,24.4,71.2,49.5,8.4,63.2,65.9,95.5,58.1
